Read
1000	0
2000	0
3000	0
4000	0
5000	0
6000	989
7000	996
8000	983
9000	982
10000	982
11000	987
12000	992
13000	986
14000	982
15000	978
16000	985
17000	979
18000	981
19000	983
20000	982
21000	983
22000	980
23000	981
24000	996
25000	977
26000	981
27000	979
28000	976
29000	982
30000	978
31000	983
32000	983
33000	979
34000	978
35000	976
36000	977
37000	976
38000	976
39000	975
40000	980
41000	978
42000	974
43000	974
44000	973
45000	973
46000	989
47000	989
48000	982
49000	977
50000	974
51000	978
52000	978
53000	976
54000	974
55000	971
56000	971
57000	983
58000	975
59000	970
60000	971
61000	974
62000	974
63000	975
64000	975
65000	970
66000	976
67000	973
68000	974
69000	972
70000	975
71000	975
72000	974
73000	969
74000	975
75000	980
76000	969
77000	969
78000	970
79000	970
80000	972
81000	974
82000	970
83000	972
84000	973
85000	966
86000	966
87000	967
88000	967
89000	968
90000	967
91000	977
92000	977
93000	967
94000	967
95000	970
96000	967
97000	971
98000	966
99000	966
100000	965
101000	965
102000	966
103000	963
104000	963
105000	963
106000	963
107000	964
108000	966
109000	966
110000	964
111000	964
112000	972
113000	972
114000	972
115000	967
116000	963
117000	963
118000	960
119000	964
120000	962
121000	961
122000	961
123000	962
124000	962
125000	972
126000	966
127000	962
128000	961
129000	961
130000	970
131000	968
132000	966
133000	961
134000	965
135000	958
136000	960
137000	961
138000	960
139000	960
140000	964
141000	964
142000	964
143000	964
144000	964
145000	958
146000	957
147000	965
148000	960
149000	958
150000	958
151000	963
152000	964
153000	958
154000	961
155000	960
156000	958
157000	957
158000	959
159000	961
160000	956
161000	958
162000	959
163000	956
164000	960
165000	960
166000	957
167000	959
168000	958
169000	960
170000	957
171000	955
172000	960
173000	959
174000	960
175000	966
176000	966
177000	961
178000	961
179000	961
180000	963
181000	962
182000	955
183000	958
184000	957
185000	957
186000	959
187000	957
188000	954
189000	954
190000	954
191000	959
192000	966
193000	962
194000	957
195000	956
196000	957
197000	958
198000	960
199000	961
200000	960
201000	957
202000	958
203000	958
204000	959
205000	957
206000	957
207000	959
208000	956
209000	960
210000	956
211000	957
212000	957
213000	951
